N,P,K,ph,temperature,humidity,rainfall,label
29,63,17,7.26154329,30.02629908,67.88811637,66.47264636,blackgram
59,63,18,6.52669158,31.65531175,60.13263713,66.69096751,blackgram
29,70,15,6.872594461,30.33499674,63.54718862,74.16699119,blackgram
58,73,16,6.874142175,33.36984395,65.67718163,64.89517488,blackgram
55,77,22,7.76061831,31.4345059,62.99303471,64.77651469,blackgram
42,79,23,6.781841984,27.71678273,63.29103387,68.56507978,blackgram
44,77,21,7.326980454,32.63918668,61.3009051,61.83876146,blackgram
38,62,25,7.453975408,32.7477393,67.77954584,63.37784443,blackgram
32,76,15,7.604110177,28.05153602,63.49802189,43.35795377,lentil
13,61,22,7.728832424,19.44084326,63.27771461,46.83130119,lentil
38,60,20,7.491217102,29.84823072,60.63872613,46.80452595,lentil
11,74,17,6.633864582,21.36383757,69.92375891,46.6352865,lentil
37,71,16,7.324863481,26.28663931,68.51966729,46.13833007,lentil
29,71,18,6.410441476,22.17499963,62.13873825,53.46622584,lentil
2,72,18,7.836719564,26.57597546,60.97876599,50.89110726,lentil
6,59,21,6.139215944,26.58972517,66.14007674,50.90994463,lentil
13,64,20,6.590571088,19.1345771,62.57526895,36.46946971,lentil
8,58,17,7.286049978,28.75273118,69.15640149,35.15426171,lentil
6,77,20,6.058306161,25.78746268,60.2816298,49.14337177,lentil
2,75,22,6.658605362,23.89271875,61.78779413,52.55730112,lentil
3,69,23,7.299360767,28.67408774,63.18832976,42.96018627,lentil
27,80,24,7.815210661,28.42062847,61.77336343,49.02366803,lentil
39,78,15,5.925391795,21.35499456,62.60136323,41.78219834,lentil
40,79,17,6.403683619,21.12695586,63.18738532,38.71834464,lentil
37,62,22,7.397546271,24.02037872,61.62313345,49.78102578,lentil
31,60,24,7.722335992,25.40474421,65.8567539,51.92057267,lentil
22,67,22,7.475926645,29.03017561,64.49166566,54.9393771,lentil
3,78,18,6.887130053,20.21368219,68.65257685,50.89732989,lentil
4,80,16,7.441976825,29.19585548,68.01965728,44.93261911,lentil
13,61,24,7.629910253,18.29783597,69.6897615,49.39111479,lentil
12,66,20,7.336117221,27.41434987,63.41785982,44.43177543,lentil
4,61,21,6.75020529,24.84063998,60.09116626,48.77790371,lentil
9,60,21,7.52178027,29.94413861,67.31323084,40.37113729,lentil
18,66,22,6.347379185,25.87990287,67.55109024,47.89645224,lentil
32,56,18,7.135251532,20.0467711,65.84395319,46.05333124,lentil
6,72,15,7.670178119,22.99451999,66.70897237,54.49044154,lentil
15,77,20,7.399749291,25.13163619,66.92642362,49.04015558,lentil
0,65,24,7.841496029,28.49584395,62.44616219,53.14531023,lentil
30,79,22,6.254216611,18.28766124,69.48515056,48.60449438,lentil
3,63,16,6.868881708,24.38041875,61.18458224,53.13946695,lentil
2,78,23,7.320514721,21.31852148,66.43934593,45.42616802,lentil
10,78,18,6.296976913,18.54141834,62.70637578,44.07819743,lentil
14,67,25,7.241151936,25.28710601,60.85993533,49.37369982,lentil
39,65,23,7.685959305,25.43459777,69.12613376,41.02682925,lentil
19,72,15,6.890760124,28.83600962,69.76112921,44.08562546,lentil
18,57,21,6.155915975,27.37659643,63.93927841,49.47371773,lentil
31,58,15,6.167855382,28.31886863,60.19461399,45.36521251,lentil
28,58,25,6.861640036,27.4818649,62.04814951,37.81123974,lentil
5,65,19,6.978361689,18.28072173,68.10365387,48.80253285,lentil
16,65,19,7.043160241,27.61204997,69.29786244,42.72374404,lentil
34,65,19,5.94239222,23.43974653,63.22011726,45.40277297,lentil
14,69,19,7.239455147,20.95628486,63.68128841,52.39881209,lentil
22,55,16,6.516317561,23.7937153,68.03209183,49.73922097,lentil
24,61,17,6.233269045,22.6371424,65.44544859,38.30411077,lentil
2,79,15,7.505283615,21.53577883,65.47227704,35.75107592,lentil
26,63,17,6.950300686,29.87854588,65.73085206,44.95654782,lentil
27,61,15,6.958054839,25.2653291,67.10004577,48.33941188,lentil
24,70,16,6.54803469,25.17885316,68.93307305,35.03484812,lentil
13,74,25,6.461618577,24.12192608,61.09533545,44.23629285,lentil
6,64,23,7.065264073,23.33565221,67.40460704,36.18678721,lentil
12,58,23,6.765091462,21.74600081,63.39503184,50.43306085,lentil
32,79,22,5.91645379,27.60195453,63.46170674,54.37814199,lentil
6,68,18,6.711341147,24.388717,62.50453062,47.26052494,lentil
10,79,20,6.379881442,24.98287462,66.895409,38.21370568,lentil
38,77,22,6.313284268,28.234829,69.3159965,35.36831423,lentil
17,74,17,7.393210848,26.03026959,69.55863145,37.11395801,lentil
26,68,24,7.504930973,28.04849594,64.07691942,37.15824966,lentil
23,75,17,7.198076286,24.87425505,64.00213929,48.28137482,lentil
32,78,22,7.007037515,23.97081395,62.35557553,53.40906048,lentil
19,79,19,6.677262562,20.06003985,67.76252583,42.89509057,lentil
22,60,18,6.74398035,19.59221047,61.28633405,41.7704893,lentil
28,69,16,6.547361618,29.77013109,66.29327012,35.69674138,lentil
1,67,21,6.551577598,27.52135365,60.53657684,48.06491307,lentil
12,67,23,6.585020303,25.62896213,63.14909763,45.49683991,lentil
36,67,20,6.924042372,20.39078312,60.47528931,53.31508572,lentil
28,70,21,7.437373666,25.39038396,60.4989659,39.18374505,lentil
12,71,19,7.142611056,24.91079638,60.71367427,42.19740397,lentil
22,68,16,7.74672376,27.70496805,63.20915034,37.46160727,lentil
26,66,22,6.300479414,18.06486101,65.1034354,51.54922825,lentil
16,65,16,6.078724107,18.13027797,62.45851612,50.6128521,lentil
14,59,22,6.76660668,23.82723528,67.89815262,46.90725077,lentil
33,59,19,7.641024177,23.19305333,62.74710773,49.55213308,lentil
21,63,17,6.559681838,25.08966129,68.17543102,41.45486619,lentil
0,69,21,7.072923306,25.86928193,61.88321072,36.68284038,lentil
10,75,17,7.732194788,18.43966037,68.05394959,39.00992137,lentil
30,61,18,6.157782589,27.14911056,67.02664337,52.50812701,lentil
0,74,17,7.240988401,23.33375853,64.50515776,47.01510708,lentil
35,74,22,6.898905799,26.7230014,62.96841833,42.87274897,lentil
7,63,24,6.818681086,19.55750776,64.45268309,53.04669416,lentil
9,56,17,6.261937875,26.13708256,66.7729209,46.48280681,lentil
14,74,15,6.493036868,27.99990346,65.57653373,49.94043064,lentil
14,76,20,7.042474679,29.05941162,62.10652364,36.5011366,lentil
36,65,16,7.692013657,25.71269843,64.1123333,50.17067771,lentil
28,67,21,6.250994223,21.79792649,63.73086065,46.62370222,lentil
28,79,16,6.052184881,24.70626432,60.26854183,53.12442925,lentil
40,61,22,7.002216044,20.94981756,65.8108757,44.23913012,lentil
10,70,19,7.272427638,24.84918386,68.98088448,41.61080544,lentil
12,80,19,5.962001484,21.91041045,65.21662467,36.10211371,lentil
37,77,20,7.080506001,25.93381964,68.70533022,51.02372773,lentil
0,67,22,6.593798387,29.82112112,69.4073209,51.56461082,lentil
7,73,25,7.28805662,27.52185591,63.13215259,45.20841071,lentil
10,56,18,7.32710972,27.99627907,68.6428593,46.10585191,lentil
39,70,15,6.366355781,20.76774783,63.90164154,47.9271552,lentil
26,56,22,7.011121216,23.05276444,60.424786,52.60285259,lentil
9,77,17,6.280725549,21.65845777,63.58337146,38.07659414,lentil
4,59,19,7.621494566,26.25070298,67.62779652,40.8106299,lentil
34,73,15,7.630424083,20.97195263,63.83179889,53.10207889,lentil
33,77,15,7.802212437,23.89736406,66.32102048,40.74536757,lentil
2,24,38,5.922935513,24.55981624,91.63536236,111.9684622,pomegranate
6,18,37,5.937649578,19.65690085,89.93701023,108.0458926,pomegranate
8,26,36,6.804781106,18.78359608,87.4024767,102.5184759,pomegranate
37,18,39,6.424670614,24.1469628,94.5110662,110.2316633,pomegranate
0,27,38,6.738016221,22.44581266,89.90147027,109.3905998,pomegranate
31,25,38,6.497366677,24.96273236,92.40501423,109.4169192,pomegranate
21,21,38,6.327673765,22.5526059,89.3259486,104.8955643,pomegranate
6,30,40,6.36137446,22.77035608,91.45498527,106.9659201,pomegranate
25,27,41,6.923509371,19.20090378,94.27659596,108.0423555,pomegranate
15,11,38,6.630646083,23.12808226,92.68328358,109.3930157,pomegranate
14,5,36,5.832525853,24.92639065,85.19098079,104.7693804,pomegranate
16,10,41,6.738993954,24.77464458,85.63608688,105.7595811,pomegranate
36,7,37,5.782435567,19.8671184,86.35590206,108.3168858,pomegranate
4,20,41,6.537042717,24.26601316,93.7974061,104.5375109,pomegranate
29,22,40,6.145104401,23.62600218,89.73266695,107.6836871,pomegranate
16,15,42,6.890784045,19.67832052,89.08935702,108.5468633,pomegranate
18,27,41,7.175344328,22.36509395,92.30882391,104.8216333,pomegranate
11,18,42,5.938528744,21.57936934,94.88267728,102.8593382,pomegranate
5,15,38,5.709380472,18.26233221,88.16779129,108.0756727,pomegranate
18,23,44,6.184400085,23.71028128,89.61794165,105.6499907,pomegranate
9,8,40,6.553509673,22.48720144,89.9224883,111.6631582,pomegranate
40,27,45,5.885638185,21.6602498,94.79397419,112.4349689,pomegranate
22,23,44,6.143874691,20.13037175,89.31505137,107.3416913,pomegranate
9,16,39,6.101198974,18.41164435,91.11927248,105.1834976,pomegranate
12,29,40,6.594037135,19.68291173,89.75272999,111.2818551,pomegranate
0,17,42,6.859840821,23.20242586,91.19442671,109.0946323,pomegranate
2,21,44,6.56893406,18.92157197,87.31290342,102.8013275,pomegranate
28,6,40,6.769855664,22.10621387,91.34039616,106.8704803,pomegranate
8,23,44,7.130837931,18.47412402,89.68919664,108.4758509,pomegranate
29,16,36,5.740338002,19.81069447,88.92944254,102.860084,pomegranate
17,18,43,5.843005428,24.4880844,90.83687246,103.1969341,pomegranate
34,21,42,6.648687274,18.75927679,89.93457597,111.0196744,pomegranate
21,23,42,6.902751061,19.54128063,90.29751796,104.3739878,pomegranate
25,17,40,6.608023872,18.91251245,87.74938524,111.2800516,pomegranate
8,25,36,6.828522375,19.91330523,94.95031368,104.0277061,pomegranate
26,18,42,6.910374919,19.72620525,89.64934166,108.2287276,pomegranate
4,19,42,6.306605528,23.83185873,87.84034604,111.2232716,pomegranate
36,24,41,7.009180374,24.94467632,94.25702672,103.8799347,pomegranate
5,24,40,6.297907579,24.692258,93.87030088,104.6735454,pomegranate
19,17,39,6.728599215,24.72485577,85.56083187,111.2787584,pomegranate
39,30,38,6.965156738,20.12644921,87.59629625,108.065579,pomegranate
5,29,44,5.578095745,21.02432943,93.0569505,104.7847006,pomegranate
4,24,43,7.199504273,22.40423537,88.1508343,109.8695196,pomegranate
38,21,35,5.841367187,20.33691147,89.38003827,110.9653137,pomegranate
37,11,36,6.710143266,24.24779615,85.56033312,106.9216033,pomegranate
9,25,41,5.972714857,24.81530144,91.90842992,109.2853418,pomegranate
29,22,43,5.561851831,19.66329768,87.95158129,106.0380805,pomegranate
5,21,38,6.107054808,22.43377991,90.3396556,112.459697,pomegranate
22,26,38,6.988035315,22.92052307,85.12912161,110.2437841,pomegranate
4,18,37,7.13147457,22.91843172,85.40695044,106.2817706,pomegranate
21,6,41,7.086947687,24.88244467,89.39686219,107.1951707,pomegranate
29,21,45,6.749260456,23.40981539,93.13277,105.2240743,pomegranate
23,5,44,7.16300467,21.20725375,94.26304717,107.5660804,pomegranate
13,7,43,7.013481515,18.20230419,91.12282162,109.6623974,pomegranate
5,13,37,5.648243649,22.34375696,89.7870345,103.3183074,pomegranate
27,24,41,6.610251186,24.32770134,90.88292835,110.4606459,pomegranate
7,23,35,7.054313823,19.75088482,88.71691157,102.5538035,pomegranate
12,20,39,6.026999326,19.86173586,86.19740917,111.0217929,pomegranate
4,19,43,5.779427402,18.07132963,93.14554876,106.3602023,pomegranate
3,9,45,6.535244251,23.89162561,89.61850203,104.617522,pomegranate
1,27,36,5.684995235,23.98598756,93.34236582,104.991282,pomegranate
23,30,44,6.12476108,20.93892916,85.42912869,103.0295938,pomegranate
24,21,42,6.999014379,20.82210727,87.22815682,109.4429934,pomegranate
13,30,37,6.277148771,20.86474944,91.61793636,106.8685636,pomegranate
40,11,44,6.322396027,24.45840036,86.10874614,111.3779693,pomegranate
21,9,40,5.956401828,24.51147697,90.64498715,105.6209954,pomegranate
3,27,44,6.591302797,24.56811204,92.03009222,110.9633894,pomegranate
40,29,42,7.104094929,24.63228709,89.01574455,110.6956184,pomegranate
14,25,40,6.407872061,20.07386547,90.97819712,103.7084055,pomegranate
38,14,37,6.658402594,21.80523051,94.63612858,102.6488846,pomegranate
34,9,36,6.276038961,22.8122645,86.34233767,110.4432293,pomegranate
32,14,37,6.825256236,22.73031253,88.48567856,104.6843243,pomegranate
18,21,35,6.368560522,23.2801227,94.94330457,111.1382096,pomegranate
8,23,38,7.005410734,19.30106297,87.1775172,105.4766591,pomegranate
15,6,41,6.897368477,19.0087067,88.83768149,108.6793978,pomegranate
0,5,36,6.152906502,24.35193812,90.88612388,105.529185,pomegranate
22,9,44,5.744361602,24.72235539,88.87651295,112.1926517,pomegranate
14,8,43,7.051654924,21.92513945,94.46485312,111.7162016,pomegranate
31,11,45,6.034612928,24.83954414,86.88738076,107.6435771,pomegranate
39,17,45,6.924490731,18.09691127,90.42177379,104.88189,pomegranate
10,5,42,6.887005997,20.24104904,91.08706822,109.2537734,pomegranate
8,28,38,6.8444019,23.22594,94.42971362,105.6917856,pomegranate
32,13,42,5.786058032,23.50128217,92.97527546,106.61905,pomegranate
18,9,40,5.627186257,19.44623085,89.02127045,106.1606833,pomegranate
20,27,41,5.700088663,20.51343484,92.51675903,110.5764023,pomegranate
39,25,36,5.567805185,18.90223032,94.99897537,107.6103211,pomegranate
20,7,45,6.077886012,18.90592319,89.24126808,112.4750941,pomegranate
11,10,45,6.397995609,22.63045168,88.45577158,109.0357597,pomegranate
40,18,43,5.767372539,19.38603815,86.79058496,109.9130984,pomegranate
3,26,39,7.079973241,24.38318965,91.19431555,103.6012114,pomegranate
9,16,36,5.893332378,23.77989026,92.93386903,106.977723,pomegranate
30,20,38,7.058222596,22.59890174,93.16343942,110.0932899,pomegranate
40,9,41,5.78270695,24.37766782,85.4017118,106.128338,pomegranate
40,30,35,6.269663963,20.89273273,91.07776977,104.4407083,pomegranate
32,25,35,5.892913826,18.09903225,85.70786282,107.0050976,pomegranate
33,23,45,7.116538883,20.00218987,85.83618191,112.337046,pomegranate
4,14,41,6.430163481,19.85139326,89.80732335,102.8186358,pomegranate
13,17,45,7.159520979,21.25433607,92.65058936,106.2784673,pomegranate
39,24,39,6.431265737,23.65374106,93.32657504,109.8076178,pomegranate
8,28,37,6.082571701,23.88404783,86.20613842,108.3121789,pomegranate
91,94,46,6.149934034,29.36792366,76.24900101,92.82840911,banana
105,95,50,5.849076099,27.33368994,83.67675197,101.0494791,banana
108,92,53,6.276800323,27.40053601,82.96221306,104.9378,banana
86,76,54,5.926824754,29.3159075,80.11585705,90.10978128,banana
80,77,49,5.519088423,26.05433004,79.39654531,113.2297373,banana
93,94,53,6.079178788,25.86632408,84.42379269,114.5357503,banana
90,92,55,6.13465588,27.00932084,80.18546798,97.32531705,banana
108,89,53,5.808497604,29.55054817,78.06762846,99.34482238,banana
108,88,55,5.891458107,26.28845991,83.390039,113.8729798,banana
105,77,52,5.816622479,29.16226551,76.16151562,100.0075679,banana
118,88,52,5.843163161,28.65003945,82.68752542,98.75084366,banana
101,87,54,6.376756633,29.07311132,76.50045221,100.1692639,banana
95,75,50,5.623615687,28.08166093,75.26429821,118.2761894,banana
106,85,53,5.91505509,27.1994597,78.8086068,99.72430835,banana
86,95,49,6.458714879,28.05484146,78.04602887,108.3957179,banana
83,79,55,5.565028635,25.14748006,83.34688193,98.66679427,banana
85,95,47,6.211833161,25.94019018,78.3422098,119.84797,banana
109,79,45,6.490074429,27.66752761,79.68542782,108.66464,banana
100,76,45,5.590236025,25.56703012,75.94067692,102.7867717,banana
117,86,48,6.225225239,28.6956201,82.54195839,116.1616839,banana
114,94,53,6.190757459,26.33544853,76.8532006,118.6858263,banana
110,78,50,5.915568968,25.93730186,78.89864446,98.21747528,banana
94,70,48,6.195152442,25.13686519,84.88394407,91.46442491,banana
80,71,47,6.156373499,27.50527651,80.79783998,105.0776992,banana
114,79,51,6.313197204,26.21009246,82.34429458,112.0700033,banana
88,78,45,6.324270089,29.10403455,79.19588629,92.07835761,banana
112,73,48,5.707488987,29.2440638,77.32017166,90.66727868,banana
117,76,47,6.119216009,25.56202173,77.38229006,93.10247183,banana
111,87,48,5.571401169,26.3985515,81.36028902,98.16752001,banana
89,83,47,5.63127166,28.09577643,77.79586769,109.5408614,banana
93,91,47,6.101241579,27.84767901,83.31110751,117.2878912,banana
92,81,52,6.438137279,27.39341554,81.4654833,94.31102057,banana
105,74,45,6.098369122,25.14517635,81.38204104,119.218154,banana
102,71,48,5.695267822,28.65456263,79.28693687,102.4633775,banana
94,91,51,5.618094446,29.16093424,76.67484233,109.575944,banana
116,71,47,6.435785799,27.57278064,82.0638878,91.34276507,banana
117,79,49,6.176644228,25.40909896,82.36208097,112.9794804,banana
119,72,55,6.220643671,25.99069521,83.33983116,112.0777152,banana
99,73,53,5.871702211,26.29039046,81.06003778,118.6730366,banana
91,84,52,6.390741836,29.14827211,78.71024836,117.536781,banana
80,90,47,6.21084479,26.59743595,79.35898915,107.3944717,banana
101,70,48,6.012696655,25.36059237,75.03193255,116.5531455,banana
108,89,53,5.908770059,29.12036889,80.18080728,112.3982055,banana
100,80,52,6.049801781,27.53911354,77.25629897,110.3262123,banana
109,91,53,6.010095853,29.66727337,83.51014178,110.2511102,banana
82,78,46,5.738678895,25.05802193,84.97323747,110.4408803,banana
106,70,55,5.74055541,25.86824781,78.52399914,116.3019555,banana
90,86,52,5.793260262,25.85036988,81.95580471,119.0856171,banana
83,95,50,5.50947065,26.51682337,77.79913575,108.8547508,banana
119,90,48,5.986442306,28.66725136,79.59242542,118.2583441,banana
107,72,45,5.790768046,28.14938935,81.54448882,91.40508414,banana
116,81,55,5.915546415,26.42313317,83.6995044,95.12322062,banana
101,75,50,6.242528278,26.59386409,81.40740301,109.9825551,banana
93,81,50,6.036079266,27.71822477,76.57853189,102.2099836,banana
95,75,45,5.829898502,28.98333432,82.95958244,109.022564,banana
107,71,55,6.088064451,29.42017919,83.96754496,117.229079,banana
83,94,47,6.469370954,27.39872329,81.10523402,112.1355384,banana
102,73,54,5.720726906,26.4020227,84.41007614,111.0162259,banana
86,79,45,5.80766417,27.81251452,82.69285419,99.20961514,banana
117,86,53,5.703381728,25.19640218,83.55829874,115.8586081,banana
111,79,53,6.165001278,28.31193338,75.77363772,119.695765,banana
95,74,50,6.002481605,25.90113128,80.47152737,110.10323,banana
91,75,55,6.212369363,27.48612983,76.11239849,109.2768851,banana
93,83,46,5.765308943,29.38254012,83.50423735,109.2486647,banana
92,85,51,5.740764682,29.22118628,81.08183635,108.8616474,banana
104,80,54,5.879119455,27.09062164,81.33506906,110.1331182,banana
103,72,51,6.099478745,26.12643374,81.81365007,104.4812858,banana
92,75,45,5.674403359,29.01207743,77.95192527,90.43495443,banana
93,85,49,5.694243847,27.96799119,79.28625709,119.4765557,banana
120,87,52,5.905494703,28.0764455,76.05522115,118.9923573,banana
108,72,46,6.110844721,25.16278237,84.97849241,90.94554618,banana
105,88,54,6.020445317,25.78749808,84.51194224,114.2005455,banana
98,79,50,6.435917308,25.34119774,84.47321314,91.06493353,banana
111,88,55,5.505393833,29.44795403,78.34971537,96.45042585,banana
97,74,45,5.677719902,26.47522633,78.51833782,113.1161095,banana
95,82,48,5.719014989,27.39489579,83.31172003,92.78133617,banana
89,91,55,6.275572298,25.08347445,80.261731,94.32961456,banana
89,85,55,6.275384607,26.6719835,76.48541655,91.73358569,banana
118,88,51,6.201911642,25.44926208,79.49221962,100.6619171,banana
101,92,45,5.758054257,28.22776705,80.6430384,98.00403016,banana
99,92,47,6.323933647,28.1279509,77.48247073,103.5045395,banana
82,77,46,5.901100841,28.9470467,82.1888998,95.83016448,banana
90,86,55,5.644486582,27.96236771,84.15403614,97.55986676,banana
95,88,52,6.235461772,28.00316034,78.90085998,94.68180316,banana
104,73,46,6.28236237,29.1400919,80.1190228,90.45142867,banana
102,73,52,6.356090905,27.9122104,83.36307683,90.24211529,banana
100,74,52,5.837258235,25.43480512,81.53977797,96.47800391,banana
94,89,48,5.653437902,28.55980972,84.51602322,111.0843029,banana
99,70,46,5.727469947,26.59580783,82.99556744,100.5123341,banana
112,87,48,6.200111068,27.19711623,77.3970629,99.46950465,banana
117,82,45,5.614471478,25.29391516,79.29122198,105.4220251,banana
96,86,51,6.257369799,29.90888522,76.98740841,91.99964712,banana
113,85,45,6.037430836,27.94972463,76.63713353,109.0921631,banana
105,93,46,5.760457558,25.01018457,78.76260938,108.3690513,banana
85,89,51,6.158164422,29.21144871,84.70189923,108.5501443,banana
108,94,47,6.387431383,27.35911627,84.54625006,90.81250457,banana
92,81,52,5.891413895,28.0106804,76.52808057,103.7040783,banana
110,71,54,5.725418961,28.67208915,82.20793613,94.37987496,banana
82,75,55,6.281069505,27.34585147,78.4873835,92.15524332,banana
117,81,53,5.507641778,29.50704598,78.20585613,98.12565829,banana
2,40,27,5.954626604,29.73770045,47.54885174,90.09586854,mango
39,24,31,4.757114897,33.55695561,53.72979826,98.67527561,mango
21,26,27,5.699586972,27.00315545,47.67525434,95.85118326,mango
25,22,25,5.977413803,33.56150184,45.53556603,95.70525913,mango
0,21,32,6.430139436,35.89855625,54.25964196,92.19721736,mango
20,19,35,6.113935087,34.17719782,50.62161586,98.00687989,mango
19,21,34,5.074272692,30.01592643,53.19212381,97.72843182,mango
18,17,31,5.667507706,31.74592134,45.16127859,93.75441586,mango
11,36,33,5.978634285,35.99009679,52.22780489,95.3713484,mango
30,28,30,5.064613314,31.86641378,52.19331595,98.46768642,mango
18,19,27,4.772385986,27.75518664,52.34605806,94.11213345,mango
23,23,27,5.161148592,34.72413192,51.4271781,97.31258083,mango
37,30,34,6.797779227,27.53907547,53.63549533,99.35408185,mango
11,27,30,6.39474303,27.69637763,48.5622488,89.85646496,mango
12,19,31,5.566704378,27.25373364,52.66319725,91.87312479,mango
3,28,33,5.755049971,30.33723921,48.88704844,94.42850522,mango
37,38,32,5.417340525,31.85744939,45.53106268,91.55845821,mango
26,37,30,6.166173834,35.39986338,49.45962621,97.41054011,mango
14,18,30,5.191265116,29.80747243,52.13797867,95.74606104,mango
40,16,35,4.954739564,34.16438906,54.16482251,98.33351125,mango
4,20,25,5.664587011,28.93270187,47.94053996,99.9834242,mango
36,25,33,5.548584852,27.98392787,53.33018851,99.61465679,mango
30,17,31,6.804437106,31.20478173,54.49960506,94.62954663,mango
28,37,28,6.097869767,32.13409675,50.52559148,98.63333684,mango
38,15,30,5.075504537,28.91862016,48.13974548,97.01331604,mango
12,37,30,4.546466109,31.09779147,47.41196659,90.28624348,mango
38,19,31,5.855119268,34.73823882,49.08864345,90.65022183,mango
8,33,29,6.442393461,29.98080499,49.48613279,91.82271568,mango
15,27,28,4.507523551,33.80398664,46.12866113,90.82549241,mango
34,16,25,6.10729559,30.07202564,50.96040505,92.09609766,mango
11,36,31,6.47544932,27.92063282,51.77965917,100.2585673,mango
33,29,34,6.832979509,31.40948821,49.21729127,92.99739415,mango
12,31,26,5.395275719,35.7877738,51.94190321,100.2160615,mango
12,34,28,6.13526938,33.36140093,45.02236377,98.81596545,mango
5,16,31,4.555688532,35.96054636,48.69677802,98.00644238,mango
1,30,29,6.434197756,28.33333307,51.39586505,91.67241761,mango
16,35,31,5.316875978,32.27652024,50.19368841,95.99487068,mango
35,18,26,5.279388967,31.99490489,50.84881347,97.38741498,mango
4,40,26,6.720041791,27.58258929,48.56916221,95.8445641,mango
9,29,34,5.72742254,29.38471637,45.88744691,100.8124659,mango
2,38,33,4.691396195,32.38697531,53.2328243,90.21633216,mango
26,32,32,6.810186079,30.91471455,49.92963856,90.14047759,mango
34,38,31,6.454045329,35.37775595,45.58110023,97.41586402,mango
5,32,33,5.842763773,32.32362177,52.5896771,93.36718816,mango
31,29,26,5.024124684,28.22373428,47.40519056,97.76832322,mango
34,34,35,6.422710539,27.27433181,47.16808054,95.257992,mango
36,19,32,4.94295037,27.10710832,50.70880979,92.37238878,mango
7,17,26,6.414526606,34.89226666,48.75613373,91.63074547,mango
38,15,27,6.777788126,33.7462686,48.50387598,92.26439205,mango
5,19,25,6.441328044,27.3511056,54.43945147,96.27792547,mango
37,36,26,4.650536197,32.89300162,52.61323969,94.49161372,mango
21,31,32,5.254532213,35.38598705,51.42664176,90.29643888,mango
37,36,27,5.910634533,27.5529736,47.90859131,90.40332704,mango
23,23,30,4.755273631,32.82141065,47.45553843,90.89173106,mango
36,26,26,6.814630246,30.17294105,51.0845903,95.23444287,mango
24,33,35,5.342866119,29.26382931,54.82257868,100.7586226,mango
26,18,30,6.336234624,32.06097197,51.08494181,96.59816497,mango
22,17,26,4.754435025,28.69818144,47.71875722,99.642454,mango
11,34,32,6.831706773,29.14305008,49.40983294,97.55155537,mango
29,35,28,6.967417766,28.3471611,53.53903102,90.40260445,mango
22,28,26,4.947683034,27.67256197,45.41692012,92.84991507,mango
23,24,32,5.630619901,28.1218093,46.16888595,93.30247448,mango
1,35,34,6.27339822,30.79375683,46.69536813,92.21318555,mango
2,24,34,6.472774648,28.89409382,54.80750249,94.76322976,mango
39,37,25,6.953246506,33.33024826,45.61143594,98.28583013,mango
15,36,27,5.643710216,27.78912455,53.96886679,91.01152997,mango
3,18,31,6.392313973,31.65333432,48.20662669,91.09745581,mango
8,38,32,4.981816523,29.75150773,46.73723302,91.405983,mango
33,31,34,5.421265283,31.32995611,50.22287593,89.78216168,mango
14,29,32,6.942520105,35.63627319,48.97047762,97.51952041,mango
18,20,26,5.435840509,31.66524687,51.98594645,89.98024312,mango
9,21,32,5.870116071,32.26935342,53.56092806,95.94035356,mango
20,30,27,4.74910393,27.81005614,51.59445462,95.89898581,mango
9,38,25,5.497946899,34.58561471,50.34035336,100.3060719,mango
26,24,34,6.811291098,31.27180992,52.23810152,89.74409017,mango
31,36,29,6.460542749,33.93679864,52.72170281,97.4611918,mango
14,18,35,4.791146778,31.09154239,47.02058367,91.46664318,mango
40,16,35,6.4841522,31.89356292,49.02450149,89.59371481,mango
28,27,34,6.526654345,32.45465292,50.69693751,95.04871605,mango
0,17,30,6.279133738,35.47478322,47.97230503,97.79072474,mango
1,29,29,6.052026047,27.32961444,49.30347234,93.53197359,mango
2,36,31,5.73171945,30.90225239,49.95955487,91.77522598,mango
12,27,26,5.32307197,29.09382275,45.5661059,96.23520043,mango
7,28,35,4.66910839,30.02086169,46.78393776,96.63721027,mango
0,36,26,5.101206389,34.13072188,51.25786185,96.38808001,mango
26,35,31,5.339556562,33.44619894,53.05980465,98.05089394,mango
27,21,30,5.061081874,35.3915464,52.48823147,91.22881052,mango
22,38,31,5.821106036,31.53356352,53.06009323,98.57025046,mango
22,18,31,5.956027059,30.7645515,47.93791463,90.38503469,mango
28,23,28,5.676032581,30.01821337,50.0983181,96.08745082,mango
7,31,27,6.524114355,31.32863689,47.59319575,94.67344737,mango
29,34,26,6.273953676,33.88004781,54.39416048,89.29147581,mango
8,37,33,6.128167757,28.07802689,54.9640534,97.45373619,mango
39,16,27,4.934964765,35.53845018,52.94641947,91.54560427,mango
40,24,25,5.445008416,28.70595247,50.44030129,95.8946444,mango
19,38,26,4.525722333,31.48451729,48.77926304,93.17221967,mango
21,21,30,5.403908328,27.69819273,51.41593238,100.7720705,mango
22,18,33,6.621623545,30.41235793,52.48100602,93.92375879,mango
31,20,30,6.207495815,32.17752026,54.01352682,91.88766069,mango
18,26,31,5.418475257,32.6112614,47.74916499,91.10190759,mango
24,130,195,6.112305667,29.99677232,81.54156612,67.12534492,grapes
13,144,204,6.092241627,30.7280404,82.42614055,68.38135469,grapes
22,123,205,5.896343436,32.44577836,83.88504863,68.73932528,grapes
